        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V)
 2.20000000e+02,        +7.071067811865e+00,        +6.769724138624e+00,        -2.436428617437e-01,        -4.142633371164e+00,        +1.967240398589e+00,        +7.071067811865e+00,        -4.142633371164e+00,        +1.967240398589e+00,        +6.772402963983e+00,        -2.501168370036e-01
 2.22000000e+02,        +7.071067811865e+00,        +6.745811900181e+00,        -2.734912829579e-01,        -3.944743791602e+00,        +2.321205954385e+00,        +7.071067811865e+00,        -3.944743791602e+00,        +2.321205954385e+00,        +6.748654555043e+00,        -2.807850916790e-01
 2.24000000e+02,        +7.071067811865e+00,        +6.716938099775e+00,        -2.985229011417e-01,        -3.716648900102e+00,        +2.655326192621e+00,        +7.071067811865e+00,        -3.716648900102e+00,        +2.655326192621e+00,        +6.719843203395e+00,        -3.067062058427e-01
 2.26000000e+02,        +7.071067811865e+00,        +6.684063158534e+00,        -3.179563718412e-01,        -3.460389197918e+00,        +2.967013040862e+00,        +7.071067811865e+00,        -3.460389197918e+00,        +2.967013040862e+00,        +6.686916844029e+00,        -3.270856482139e-01
 2.28000000e+02,        +7.071067811865e+00,        +6.648265654111e+00,        -3.311985417226e-01,        -3.178229038327e+00,        +3.253907174457e+00,        +7.071067811865e+00,        -3.178229038327e+00,        +3.253907174457e+00,        +6.650943409823e+00,        -3.413150618313e-01
 2.30000000e+02,        +7.071067811865e+00,        +6.610705588074e+00,        -3.378611122666e-01,        -2.872625739554e+00,        +3.513897113442e+00,        +7.071067811865e+00,        -2.872625739554e+00,        +3.513897113442e+00,        +6.613074420530e+00,        -3.489892051299e-01
 2.32000000e+02,        +7.071067811865e+00,        +6.572585689830e+00,        -3.377700829569e-01,        -2.546197429210e+00,        +3.745132943218e+00,        +7.071067811865e+00,        -2.546197429210e+00,        +3.745132943218e+00,        +6.574506561328e+00,        -3.499157230174e-01
 2.34000000e+02,        +7.071067811865e+00,        +6.535112199465e+00,        -3.309678887866e-01,        -2.201690767512e+00,        +3.946034767217e+00,        +7.071067811865e+00,        -2.201690767512e+00,        +3.946034767217e+00,        +6.536442685916e+00,        -3.441176534702e-01
 2.36000000e+02,        +7.071067811865e+00,        +6.499456506953e+00,        -3.177084400299e-01,        -1.841949592291e+00,        +4.115296267991e+00,        +7.071067811865e+00,        -1.841949592291e+00,        +4.115296267991e+00,        +6.500053616379e+00,        -3.318288674951e-01
 2.38000000e+02,        +7.071067811865e+00,        +6.466718901005e+00,        -2.984455271286e-01,        -1.469885362091e+00,        +4.251883975765e+00,        +7.071067811865e+00,        -1.469885362091e+00,        +4.251883975765e+00,        +6.466441989931e+00,        -3.134828949418e-01
 2.40000000e+02,        +7.071067811865e+00,        +6.437895513362e+00,        -2.738152592734e-01,        -1.088450061519e+00,        +4.355033007226e+00,        +7.071067811865e+00,        -1.088450061519e+00,        +4.355033007226e+00,        +6.436609237116e+00,        -2.896957946081e-01
 2.42000000e+02,        +7.071067811865e+00,        +6.413849350891e+00,        -2.446133568722e-01,        -7.006119947500e-01,        +4.424240134933e+00,        +7.071067811865e+00,        -7.006119947500e-01,        +4.424240134933e+00,        +6.411426584208e+00,        -2.612438792494e-01
 2.44000000e+02,        +7.071067811865e+00,        +6.395286104867e+00,        -2.117682162187e-01,        -3.093346477900e-01,        +4.459255077936e+00,        +7.071067811865e+00,        -3.093346477900e-01,        +4.459255077936e+00,        +6.391610770831e+00,        -2.290372050081e-01
 2.46000000e+02,        +7.071067811865e+00,        +6.382735228244e+00,        -1.763107146155e-01,        +8.244143457143e-02,        +4.460070870680e+00,        +7.071067811865e+00,        +8.244143457143e-02,        +4.460070870680e+00,        +6.377704976185e+00,        -1.940897855781e-01
 2.48000000e+02,        +7.071067811865e+00,        +6.376536588068e+00,        -1.393417345077e-01,        +4.718140204687e-01,        +4.426914077805e+00,        +7.071067811865e+00,        +4.718140204687e-01,        +4.426914077805e+00,        +6.370065264173e+00,        -1.574875025319e-01
 2.50000000e+02,        +7.071067811865e+00,        +6.376832837569e+00,        -1.019983660765e-01,        +8.559322470222e-01,        +4.360235487512e+00,        +7.071067811865e+00,        +8.559322470222e-01,        +4.360235487512e+00,        +6.368852695538e+00,        -1.203546648100e-01
 2.52000000e+02,        +7.071067811865e+00,        +6.383567513205e+00,        -6.541970960096e-02,        +1.232007923976e+00,        +4.260701747902e+00,        +7.071067811865e+00,        +1.232007923976e+00,        +4.260701747902e+00,        +6.374031116068e+00,        -8.382013272516e-02
 2.54000000e+02,        +7.071067811865e+00,        +6.396488744540e+00,        -3.071315094660e-02,        +1.597325726226e+00,        +4.129188221502e+00,        +7.071067811865e+00,        +1.597325726226e+00,        +4.129188221502e+00,        +6.385370512771e+00,        -4.898387416159e-02
 2.56000000e+02,        +7.071067811865e+00,        +6.415158365167e+00,        +1.078067204491e-03,        +1.949252943606e+00,        +3.966773135872e+00,        +7.071067811865e+00,        +1.949252943606e+00,        +3.966773135872e+00,        +6.402455730562e+00,        -1.688477002039e-02
 2.58000000e+02,        +7.071067811865e+00,        +6.438966125127e+00,        +2.900520506429e-02,        +2.285249433257e+00,        +3.774732914195e+00,        +7.071067811865e+00,        +2.285249433257e+00,        +3.774732914195e+00,        +6.424700254744e+00,        +1.152956334343e-02
 2.60000000e+02,        +7.071067811865e+00,        +6.467148623074e+00,        +5.224158975006e-02,        +2.602878349773e+00,        +3.554538390358e+00,        +7.071067811865e+00,        +2.602878349773e+00,        +3.554538390358e+00,        +6.451364683045e+00,        +3.543021364920e-02
 2.62000000e+02,        +7.071067811865e+00,        +6.498812493966e+00,        +7.010670276358e-02,        +2.899818116101e+00,        +3.307851457982e+00,        +7.071067811865e+00,        +2.899818116101e+00,        +3.307851457982e+00,        +6.481579429519e+00,        +5.413099888135e-02
 2.64000000e+02,        +7.071067811865e+00,        +6.532961301173e+00,        +8.208615924978e-02,        +3.173875950390e+00,        +3.036521581006e+00,        +7.071067811865e+00,        +3.173875950390e+00,        +3.036521581006e+00,        +6.514371116916e+00,        +6.710845370169e-02
 2.66000000e+02,        +7.071067811865e+00,        +6.568525488651e+00,        +8.784700576046e-02,        +3.423003088956e+00,        +2.742581512312e+00,        +7.071067811865e+00,        +3.423003088956e+00,        +2.742581512312e+00,        +6.548692022285e+00,        +7.401720744490e-02
 2.68000000e+02,        +7.071067811865e+00,        +6.604394650336e+00,        +8.724783762728e-02,        +3.645311653122e+00,        +2.428241532388e+00,        +7.071067811865e+00,        +3.645311653122e+00,        +2.428241532388e+00,        +6.583451843576e+00,        +7.470025839663e-02
 2.70000000e+02,        +7.071067811865e+00,        +6.639451274215e+00,        +8.034333374250e-02,        +3.839092909153e+00,        +2.095881536141e+00,        +7.071067811865e+00,        +3.839092909153e+00,        +2.095881536141e+00,        +6.617550956676e+00,        +6.919374421830e-02
 2.72000000e+02,        +7.071067811865e+00,        +6.672605024592e+00,        +6.738293042777e-02,        +4.002836478518e+00,        +1.748040364044e+00,        +7.071067811865e+00,        +4.002836478518e+00,        +1.748040364044e+00,        +6.649914239587e+00,        +5.772593022617e-02
 2.74000000e+02,        +7.071067811865e+00,        +6.702826547179e+00,        +4.880350946009e-02,        +4.135249883501e+00,        +1.387401892259e+00,        +7.071067811865e+00,        +4.135249883501e+00,        +1.387401892259e+00,        +6.679524462337e+00,        +4.071028811537e-02
